23.6585,1585
23.6691,1593
23.6801,1600
23.6916,1604
23.702,1610
23.7133,1614
23.7236,1620
23.7337,1625
23.7443,1633
23.7545,1637
23.7649,1642
23.7755,1648
23.7857,1658
23.7976,1661
23.8086,1667
23.8193,1675
23.8305,1678
23.8408,1684
23.8515,1688
23.8618,1695
23.8718,1701
23.8825,1706
23.8935,1710
23.9045,1713
23.9156,1718
23.9273,1727
23.9384,1730
23.9494,1734
23.9605,1739
23.9712,1742
23.9821,1749
23.993,1751
24.0042,1757
24.0145,1760
24.0254,1767
24.0375,1769
24.0485,1778
24.06,1781
24.0719,1784
24.0826,1792
24.0941,1793
24.1045,1798
24.115,1797
24.1254,1801
24.136,1804
24.1471,1803
24.1577,1804
24.1685,1810
24.1797,1810
24.1904,1811
24.2015,1813
24.2119,1813
24.2225,1816
24.2333,1818
24.2449,1816
24.2562,1822
24.267,1824
24.2775,1821
24.2886,1825
24.299,1825
24.3094,1829
24.3198,1831
24.33,1832
24.3403,1835
24.3514,1836
24.362,1840
24.3724,1840
24.3836,1843
24.3942,1842
24.4048,1845
24.4157,1846
24.4263,1847
24.4368,1851
24.4479,1855
24.4583,1859
24.4693,1861
24.4799,1860
24.4905,1861
24.5008,1865
24.5122,1865
24.5227,1869
24.5328,1871
24.5435,1873
24.5549,1873
24.565,1875
24.5754,1880
24.5864,1883
24.5969,1882
24.6083,1882
24.6193,1883
24.6299,1889
24.6407,1890
24.6514,1893
24.6628,1896
24.673,1896
24.6832,1901
24.6938,1902
24.7038,1905
24.7144,1903
24.7253,1910
24.7364,1911
24.747,1912
24.7572,1914
24.7681,1913
24.7794,1915
24.7897,1919
24.8004,1917
24.811,1922
24.8215,1925
24.8325,1926
24.8432,1927
24.8536,1930
24.8654,1928
24.8775,1935
24.8885,1938
24.9,1940
24.9121,1945
24.9227,1950
24.9333,1954
24.9441,1959
24.9551,1964
24.9665,1973
24.9773,1983
24.9877,1991
24.9985,1998
25.0092,2012
25.0197,2021
25.0305,2036
25.0412,2043
25.0517,2055
25.0629,2072
25.0743,2084
25.0849,2094
25.0962,2111
25.1066,2127
25.118,2142
25.1291,2157
25.1393,2173
25.1498,2185
25.1609,2204
25.1722,2211
25.1828,2228
25.1935,2245
25.2058,2257
25.2174,2278
25.2292,2291
25.2406,2310
25.2509,2329
25.2618,2343
25.2731,2365
25.2848,2386
25.2963,2401
25.307,2423
25.3177,2440
25.3284,2463
25.339,2480
25.3511,2499
25.3617,2520
25.3725,2540
25.3829,2560
25.3934,2577
25.4042,2598
25.4152,2615
25.426,2638
25.4369,2655
25.4477,2675
25.4582,2693
25.4694,2711
25.4807,2732
25.4912,2751
25.5027,2772
25.5141,2790
25.5251,2810
25.5358,2825
25.5468,2844
25.5579,2861
25.5695,2881
25.5813,2901
25.5924,2919
25.6033,2928
25.6131,2935
25.6234,2937
25.634,2940
25.6446,2940
25.6559,2935
25.6665,2932
25.6769,2930
25.6876,2933
25.698,2930
25.709,2932
25.7201,2932
25.7311,2935
25.7425,2933
25.7529,2934
25.7644,2936
25.7751,2932
25.7858,2932
25.7963,2932
25.8067,2932
25.8173,2931
25.8282,2933
25.839,2935
25.8496,2933
25.8596,2931
25.8705,2933
25.8814,2933
25.8931,2934
25.9034,2931
25.9134,2932
25.924,2935
25.9351,2934
25.946,2930
25.9562,2934
25.9661,2934
25.9765,2931
25.9873,2929
25.9982,2931
26.0086,2932
26.0185,2934
26.0293,2932
26.0402,2935
26.0513,2931
26.0618,2932
26.072,2933
26.0824,2932
26.0933,2932
26.1042,2934
26.1146,2930
26.1247,2934
26.1352,2932
26.1463,2932
26.1567,2934
26.1672,2936
26.1779,2933
26.1884,2931
26.1989,2932
26.2099,2935
26.2208,2934
26.2313,2933
26.2426,2932
26.2532,2932
26.2644,2934
26.275,2935
26.2857,2934
26.2973,2933
26.3077,2930
26.3182,2930
26.3287,2933
26.3393,2932
26.35,2933
26.3609,2933
26.3711,2933
26.3817,2932
26.3924,2937
26.4029,2932
26.4136,2931
26.4242,2933
26.4348,2932
26.4454,2933
26.4563,2934
26.4673,2932
26.4775,2934
26.4877,2933
26.4984,2934
26.51,2930
26.5204,2931
26.5311,2931
26.5416,2932
26.5521,2931
26.5637,2932
26.5741,2931
26.5842,2935
26.5949,2932
26.6055,2931
26.6166,2933
26.6271,2933
26.6379,2935
26.6483,2934
26.659,2932
26.6703,2933
26.6802,2929
26.691,2920
26.7014,2922
26.7119,2921
26.7218,2921
26.7321,2924
26.7426,2919
26.7526,2923
26.7628,2923
26.7728,2921
26.7832,2924
26.7934,2922
26.8034,2921
26.8133,2922
26.8236,2922
26.8336,2921
26.8438,2920
26.8541,2922
26.8642,2920
26.8743,2922
